New leader (New York, N.Y. : 1935);New Lead
New literary history;New Lit Hist
New perspectives on Turkey;New Perspect Turk
New perspectives quarterly : NPQ;New Perspect Q
New republic (New York, N.Y.);New Repub
New review of bioethics;New Rev Bioeth
New scientist (1971);New Sci
New scientist and science journal;New Sci Sci J
New society;New Soc
New solutions : a journal of environmental and occupational health policy : NS;New Solut
New statesman (London, England : 1957);New Statesman
New theology review;New Theol Rev
New times;New Times
New world (New Orleans, La.);New World
Newborn and infant nursing reviews : NAINR;Newborn Infant Nurs Rev
Newcastle medical journal;Newcastle Med J
Newfoundland Medical Association journal;Newfoundl Med Assoc J
Newport;Newport
Newport history : bulletin of the Newport Historical Society;Newport Hist
News & Views : Rhode Island Nursing Magazine;News Views
News - Women's International Network. Women's International Network;WIN News
News Bulletin - Indian Dental Association;News Bull Indian Dent Assoc
"News Letter; Florence Nightingale International Nurses Association";News Lett Florence Nightingale Int Nurs Assoc
News Notes / Ohio Dental Journal;News Notes Ohio Dent J
News in physiological sciences : an international journal of physiology produced jointly by the International Union of Physiological Sciences and the American Physiological Society;News Physiol Sci
News letter. Maine State Nurses' Association;News Lett Maine State Nurses Assoc
News letter. Scandinavian Society of Forensic Odontology;Newsl Scand Soc Forensic Odontol
News of Norway;News Nor
Newsette - Department of Health National League of Nurses, Manila, Philippines;Newsette
Newsletter (American Academy of Psychiatry and the Law);Newsl Am Acad Psychiatry Law
Newsletter (Canadian Society for the History of Medicine);Newsl Can Soc Hist Med
Newsletter (Infant Feeding Action Coalition).;Newsl Infant Feed Action Coalit
Newsletter (Inter-African Committee on Traditional Practices Affecting the Health of Women and Children);Newsl Inter Afr Comm Tradit Pract Affect Health Women Child
Newsletter (International Academy of Periodontology);Newsl Int Acad Periodontol
Newsletter (Macro Systems. Institute for Resource Development. Demographic and Health Surveys);Newsl Macro Syst Inst Resour Dev Demogr Health Surv
Newsletter (Medical Sciences Historical Society (Great Britain));Newsl Med Sci Hist Soc
Newsletter (Society for Ancient Medicine & Pharmacy);Newsl Soc Anc Med Pharm
Newsletter (Society for Ancient Medicine);Newsl Soc Anc Med
Newsletter (Women's Global Network on Reproductive Rights);Newsl Womens Glob Netw Reprod Rights
Newsletter - American Academy of Health Administration. American Academy of Health Administration;Newsl Am Acad Health Adm
Newsletter - Family Planning Association of Hong Kong / Family Planning Association of Hong Kong;Newsl Fam Plan Assoc Hong Kong
Newsletter - Family Planning International Assistance / Planned Parenthood Federation of America. Family Planning International Assistance;Newsl Fam Plan Int Assist
Newsletter - Group for the Use of Psychology in History. Group for the Use of Psychology in History;Newsl Group Use Psychol Hist
Newsletter - Springfield Dental Society;Newsl Springfield Dent Soc
Newsletter / American Association Of Tissue Banks;Newsl Am Assoc Tissue Banks
Newsletter / International Union for the Scientific Study of Population. International Union for the Scientific Study of Population;Newsl Int Union Sci Study Popul
Newsletter on feminism and philosophy / American Philosophical Association;Newsl Feminism Philos
Newsletter on philosophy and medicine / American Philosophical Association;APA Newsl Philos Med
Newsletter on science, technology & human values;Newsl Sci Technol Human Values
Newsletter, history of anthropology;Newsl Hist Anthropol
Newsletter-Social Welfare History Group. Social Welfare History Group;Newsl Soc Welf Hist Group
Newsletter. American Academy of Implant Dentistry;Newsl Am Acad Implant Dent
Newsletter. American Academy of Pediatrics;Newsl Am Acad Pediatr
Newsletter. British Society for the History of Science;Newsl Br Soc Hist Sci
Newsletter. International College of Dentists. India Section;Newsl Int Coll Dent India Sect
Newsletter. Kentucky Nurses Association;Newsl Ky Nurses Assoc
Newsletter. Wisconsin League for Nursing;Newsl Wis League Nurs
Newsline (People with AIDS Coalition of New York);Newsline People AIDS Coalit N Y
Newswatch (Ikeja, Lagos State, Nigeria);Newswatch
Newsweek;Newsweek
Niagara frontier;Niagara Frontier
Nicaragua Odontologica;Nicar Odontol
Nicaragua medica;Nicar Med
Nice historique;Nice Hist
Nice medical;Nice Med
Nichidai igaku zasshi;Nichidai Igaku Zasshi
Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco;Nicotine Tob Res
Niederdeutsche Mitteilungen / herausgegeben von der Niederdeutschen Arbeitsgemeinschaft zu Lund;Niederdtsch Mitt
Niederrheinisches Jahrbuch;Niederhein Jahrb
Niedersachsisches Aerzteblatt;Niedersachs Arztebl
Niedersachsisches Zahnarzteblatt;Niedersachs Zahnarztebl
Nieuwe Nederlandse bijdragen tot de geschiedenis der geneeskunde en der natuurwetenschappen;Nieuwe Ned Bijdr Geschied Geneeskd Natuurwet
Nieuwe West-Indische gids;Nieuwe West Indische Gids
Nigeria and the classics;Niger Classics
Nigeria magazine;Niger Mag
Nigeria's population : quarterly journal of population activities in Nigeria;Niger Pop
Nigerian Dental Journal;Niger Dent J
Nigerian journal of clinical practice;Niger J Clin Pract
Nigerian journal of medicine : journal of the National Association of Resident Doctors of Nigeria;Niger J Med
Nigerian journal of paediatrics;Niger J Paediatr
Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria;Niger J Physiol Sci
Nigerian medical journal : journal of the Nigeria Medical Association;Niger Med J
Nigerian quarterly journal of hospital medicine;Nig Q J Hosp Med
Nihon Ago Kansetsu Gakkai Zasshi;Nihon Ago Kansetsu Gakkai Zasshi
Nihon Hosenkin Gakkai shi;Actinomycetologica|Nippon Hosenkin Gakkaishi
Nihon Hotetsu Shika Gakkai zasshi;Nihon Hotetsu Shika Gakkai Zasshi
Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica;Nippon Igaku Hoshasen Gakkai Zasshi
Nihon Kakin Gakkaishi;Japanese poultry science|Nippon Kakin Gakkaishi
Nihon Kyobu Shikkan Gakkai zasshi;Nihon Kyobu Shikkan Gakkai Zasshi
Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine;Nippon Naika Gakkai Zasshi
Nihon Rinsho Shishubyo Danwakai kaishi;Nihon Rinsho Shishubyo Danwakai Kaishi
Nihon Sakumotsu Gakkai kiji;Jpn J Crop Sci
Nihon Senchu Gakkai shi;Japanese journal of nematology|Nihon Senchu Gakkai Shi
Nihon Shokubutsu Byori Gakkaiho;Annals of the Phytopathological Society of Japan|Nippon Shokubutsu Byori Gakkaiho
Nihon Shoyu Kenkyujo zasshi;Journal of Japan Soy Sauce Research Institute|Nihon Shoyu Kenkyujo Zasshi
Nihon Sutoma Rihabiriteshon Gakkaishi [Journal Of Japanese Society Of Stoma Rehabilitation];Nihon Sutoma Rihabiriteshon Gakkaishi J Jpn Soc Stoma Rehabil
Nihon ishigaku zasshi. [Journal of Japanese history of medicine];Nippon Ishigaku Zasshi
Nihon sanshigaku zasshi;The journal of sericultural science|Nihon Sanshigaku Zasshi
Nihon shi kenkyu;Nihonshi Kenkyu
Niigata Igakkai zasshi. Niigata medical journal;Niigata Igakkai Zasshi
Nineteenth century (Philadelphia, Pa.);Ninet Century
Nineteenth-century contexts;Ninet Century Contexts
Nineteenth-century fiction;Nineteenth Century Fict
Nippon Byori Gakkai kaishi;Nippon Byori Gakkai Kaishi
Nippon Chokucho Komonbyo Gakkai zasshi;Nippon Chokucho Komonbyo
Nippon Daicho Komonbyo Gakkai zasshi;Nippon Daicho Komonbyo Gakkai Zasshi
Nippon Densenbyo Gakkai zasshi;Nippon Densenbyo Gakkai Zasshi
Nippon Funin Gakkai zasshi;Nippon Funin Gakkai Zasshi
Nippon Gan Chiryo Gakkai shi;Nippon Gan Chiryo Gakkai Shi
Nippon Ganka Gakkai zasshi;Nippon Ganka Gakkai Zasshi
Nippon Geka Gakkai zasshi;Nippon Geka Gakkai Zasshi
Nippon Heikatsukin Gakkai zasshi;Nippon Heikatsukin Gakkai Zasshi
Nippon Hifuka Gakkai zasshi. The Japanese journal of dermatology;Nippon Hifuka Gakkai Zasshi
Nippon Hinyokika Gakkai zasshi. The japanese journal of urology;Nippon Hinyokika Gakkai Zasshi
Nippon Hoshasen Gijutsu Gakkai zasshi;Nippon Hoshasen Gijutsu Gakkai Zasshi
Nippon Ika Daigaku zasshi;Nippon Ika Daigaku Zasshi
Nippon Ishikai zasshi. Journal of the Japan Medical Association;Nippon Ishikai Zasshi
Nippon Jibiinkoka Gakkai kaiho;Nippon Jibiinkoka Gakkai Kaiho
Nippon Jinzo Gakkai shi;Nippon Jinzo Gakkai Shi
Nippon Ketsueki Gakkai zasshi : journal of Japan Haematological Society;Nippon Ketsueki Gakkai Zasshi
Nippon Koku Geka Gakkai zasshi;Nippon Koku Geka Gakkai Zasshi
Nippon Naibunpi Gakkai zasshi;Nippon Naibunpi Gakkai Zasshi
Nippon Rai Gakkai zasshi;Nippon Rai Gakkai Zasshi
Nippon Ronen Igakkai zasshi. Japanese journal of geriatrics;Nippon Ronen Igakkai Zasshi
Nippon Sanka Fujinka Gakkai zasshi;Nippon Sanka Fujinka Gakkai Zasshi
Nippon Seikeigeka Gakkai zasshi;Nippon Seikeigeka Gakkai Zasshi
Nippon Shika Ishikai zasshi;Nippon Shika Ishikai Zasshi
Nippon Shika Zairyo Kikai Gakkai zasshi. The Journal of the Japan Research Society of Dental Materials & Appliances;Nippon Shika Zairyo Kikai Gakkai Zasshi
Nippon Shishubyo Gakkai kaishi;Nippon Shishubyo Gakkai Kaishi
Nippon Shokakibyo Gakkai zasshi The Japanese journal of gastro-enterology;Nippon Shokakibyo Gakkai Zasshi
Nippon Shonika Gakkai zasshi. Acta paediatrica Japonica;Nippon Shonika Gakkai Zasshi
Nippon Suisan Gakkai Shi. Bulletin Of The Japanese Society Of Scientific Fisheries;Nippon Suisan Gakkai Shi
Nippon eiseigaku zasshi. Japanese journal of hygiene;Nippon Eiseigaku Zasshi
Nippon ganka kiyo;Nippon Ganka Kiyo
Nippon geka hokan. Archiv fur japanische Chirurgie;Nippon Geka Hokan
Nippon juigaku zasshi. The Japanese journal of veterinary science;Nippon Juigaku Zasshi
Nippon rinsho. Japanese journal of clinical medicine;Nippon Rinsho
Nippon saikingaku zasshi. Japanese journal of bacteriology;Nippon Saikingaku Zasshi
Nippon seirigaku zasshi. Journal of the Physiological Society of Japan;Nippon Seirigaku Zasshi
Nippon yakurigaku zasshi. Folia pharmacologica Japonica;Nippon Yakurigaku Zasshi
Nitric oxide : biology and chemistry / official journal of the Nitric Oxide Society;Nitric Oxide
Njsna Newsletter;NJSNA Newsl
No shinkei geka. Neurological surgery;No Shinkei Geka
No to hattatsu. Brain and development;No To Hattatsu
Nobel Symposium;Nobel Symp
Noesis (Pau, France);Noesis
Noise & health;Noise Health
Nomadic peoples;Nomad People
Nong ye sheng wu ji shu xue bao;Journal of agricultural biotechnology|Nong Ye Sheng Wu Ji Shu Xue Bao
Nonlinear biomedical physics;Nonlinear Biomed Phys
Nonlinear dynamics, psychology, and life sciences;Nonlinear Dynamics Psychol Life Sci
Nonlinearity in biology, toxicology, medicine;Nonlinearity Biol Toxicol Med
Nonprofit management & leadership;Nonprofit Manag Leadersh
Noordgouw;Noordgouw
Nordic journal of Soviet and East European studies;Nord J Sov East Eur Stud
Nordic journal of psychiatry;Nord J Psychiatry
Nordisk hygienisk tidskrift;Nord Hyg Tidskr
Nordisk hygienisk tidskrift. Supplementum;Nord Hyg Tidskr Suppl
Nordisk medicin;Nord Med
Nordisk medicinhistorisk arsbok;Nord Medicinhist Arsb
Nordisk psykiatrisk medlemsblad;Nord Psyk Medl
Nordisk psykiatrisk tidsskrift. Nordic journal of psychiatry;Nord Psykiatr Tidsskr
Nordisk psykologi;Nord Psykol
Nordisk sexologi;Nord Sexol
Nordisk veterinaermedicin;Nord Vet Med
Normale und pathologische Anatomie;Norm Pathol Anat (Stuttg)
Norois;Norois
Norsk geografisk tidsskrift. Norwegian journal of geography;Nor Geogr Tidsskr
Norsk theologisk tidsskrift;Nor Teol Tidsskr
North Carolina Central law journal;North Carol Centr Law J
North Carolina dental gazette : a publication of North Carolina Dental Society;N C Dent Gaz
North Carolina dental journal;N C Dent J
North Carolina folklore;N C Folklor
North Carolina journal of mental health;N C J Ment Health
North Carolina law review;North Carol Law Rev
North Carolina medical journal;N C Med J
North Dakota century code : containing statutes of a general and permanent nature ... North Dakota;N D Century Code N D
North Dakota history;N D Hist
North Dakota law review;N D Law Rev
North eastern reporter. Second series;North East Rep Second Ser
North western reporter. Second series;North West Rep Second Ser
Northeast African Studies;Northeast Afr Stud
Northeast folklore;Northeast Folk
Northern Illinois University law review;North Ill Univ Law Rev
Northern Kentucky State law forum;North Ky State Law Forum
Northern Kentucky law review;North KY Law Rev
Northern Scotland;North Scotl
Northern Virginia heritage;North Va Herit
Northern history;North Hist
Northwest Ohio quarterly;Northwest Ohio Q
Northwest dentistry;Northwest Dent
Northwest medicine;Northwest Med
Northwest report : a newsletter of the Northwest Area Foundation;Northwest Rep
Northwestern University law review;Northwest Univ Law Rev
Northwestern dental research;Northwest Dent Res
Noseleutike;Noseleutike
Nosokomeiaka chronika;Nosokom Chron
Not Man Apart;Not Man Apart
Notas de poblacion;Notas Poblacion
Notatki plockie;Notatki Plockie
Notes and queries;Notes Queries
Notes and records of the Royal Society of London;Notes Rec R Soc Lond
Notes from the underground (New York, N.Y.);Notes Undergr
Notiziario farmaceutico;Not Farm
Notizie di Politeia;Not Polit
Notre Dame journal of law, ethics & public policy;Notre Dame J Law Ethics Public Policy
Nous (Detroit, Mich.);Nous
Nouveau journal de chimie;Nouv J Chim
Nouvelle ecole;Nouv Ec
Nouvelle revue du XVIe siecle;Nouv Rev 16e Siecle
Nouvelle revue francaise d'hematologie;Nouv Rev Fr Hematol
"Nouvelle revue francaise d'hematologie; blood cells";Nouv Rev Fr Hematol Blood Cells
Nouvelles - Comite international catholique des infirmieres et assistantes medico-sociales. News - International Committee of Catholic Nurses and Medico-Social Workers;Nouv Com Int Cathol Infirm Assist Med Soc
Nouvelles de la republique des lettres (Naples, Italy);Nouv Repub Lett
Nova Scotia historical review;N S Hist Rev
Nova acta Leopoldina : Abhandlungen der Kaiserlich Leopoldinisch-Carolinisch Deutschen Akademie der Naturforscher;Nova Acta Leopold
Nova acta Paracelsica : ... Jahrbuch der Schweizerischen Paracelsus-Gesellschaft;Nova Acta Paracelsica
Nova acta stomatologica;Nova Acta Stomatol
Nova law journal;Nova Law J
Nova law review;Nova Law Rev
Novaia i noveishaia istoriia;Nov Novejsaja Istor
Novaia khirurgiia;Nov Khir
Novartis Foundation symposium;Novartis Found Symp
Novosti meditsinskogo priborostroeniia;Nov Med Priborostr
Novosti meditsinskoi tekhniki;Nov Med Tekh
Nowe drogi;Nowe Drogi
Nowotwory;Nowotwory
Nuclear Tracks And Radiation Measurements;Nucl Tracks Radiat Meas
Nuclear engineering and design/fusion : an international journal devoted to the thermal, mechanical, materials, structural, and design problems of fusion energy;Nucl Eng Des/Fusion
Nuclear instruments & methods in physics research. Section A, Accelerators, spectrometers, detectors and associated equipment;Nucl Instrum Methods Phys Res A
Nuclear instruments & methods in physics research. Section B, Beam interactions with materials and atoms;Nucl Instrum Methods Phys Res B
Nuclear medicine and biology;Nucl Med Biol
Nuclear medicine communications;Nucl Med Commun
Nuclear medicine review. Central & Eastern Europe : journal of Bulgarian, Czech, Macedonian, Polish, Romanian, Russian, Slovak, Yugoslav societies of nuclear medicine and Ukrainian Society of Radiology;Nucl Med Rev Cent East Eur
Nuclear physics. A;Nucl Phys A
Nuclear receptor;Nucl Recept
Nuclear receptor signaling;Nucl Recept Signal
Nuclear science and engineering : the journal of the American Nuclear Society;Nucl Sci Eng
Nuclear technology;Nucl Technol
Nuclear-Medizin;Nucl Med (Stuttg)
Nucleic acids research;Nucleic Acids Res
Nucleic acids research. Special publication;Nucleic Acids Res Spec Publ
Nucleic acids research. Supplement (2001);Nucleic Acids Res Suppl
Nucleic acids symposium series;Nucleic Acids Symp Ser
Nucleic acids symposium series (2004);Nucleic Acids Symp Ser (Oxf)
Nucleonics;Nucleonics
Nucleosides & nucleotides;Nucleosides Nucleotides
Nucleosides, nucleotides & nucleic acids;Nucleosides Nucleotides Nucleic Acids
Nuestra historia;Nuestra Hist
Nueva enfermeria;Nueva Enferm
Nuevos libros / Acuerdo de Cartagena, Junta, Biblioteca;Nuevos Libros
Nufusbilim Dergisi;Nufusbil Derg
Nuklearmedizin. Nuclear medicine;Nuklearmedizin
Numen;Numen
Nuncius / Istituto e museo di storia della scienza;Nuncius
Nuntius radiologicus;Nunt Radiol
Nuova antologia;Nuova Antologia
Nuova rivista storica;Nuova Riv Stor
Nuovi annali d'igiene e microbiologia;Nuovi Ann Ig Microbiol
Nurse Educators Opportunities And Innovations;Nurse Educ Oppor Innov
Nurse anesthesia;Nurse Anesth
Nurse author & editor;Nurse Author Ed
Nurse education in practice;Nurse Educ Pract
Nurse education today;Nurse Educ Today
Nurse educator;Nurse Educ
Nurse managers' bookshelf;Nurse Managers Bookshelf
Nurse practitioner forum;Nurse Pract Forum
Nurse researcher;Nurse Res
Nurses Lamp;Nurses Lamp
Nursing;Nursing (Lond)
Nursing & health care : official publication of the National League for Nursing;Nurs Health Care
Nursing & health sciences;Nurs Health Sci
Nursing BC / Registered Nurses Association of British Columbia;Nurs BC
Nursing Montreal;Nurs Montreal
Nursing New Zealand;Nurs N Z
Nursing New Zealand (Wellington, N.Z. : 1995);Nurs N Z
Nursing Quebec;Nurs Que
Nursing Research Conference;Nurs Res Conf
Nursing administration quarterly;Nurs Adm Q
Nursing and health care perspectives;Nurs Health Care Perspect
Nursing care;Nurs Care
Nursing careers;Nurs Careers
Nursing case management : managing the process of patient care;Nurs Case Manag
Nursing diagnosis : ND : the official journal of the North American Nursing Diagnosis Association;Nurs Diagn
Nursing digest;Nurs Dig
Nursing dynamics;Nurs Dyn
Nursing economic$;Nurs Econ
Nursing education monographs;Nurs Educ Monogr
Nursing education perspectives;Nurs Educ Perspect
Nursing educators microworld;Nurs Educ Microworld
Nursing ethics;Nurs Ethics
Nursing focus;Nurs Focus
Nursing for women's health;Nurs Womens Health
Nursing forum;Nurs Forum (Auckl)
Nursing history review : official journal of the American Association for the History of Nursing;Nurs Hist Rev
Nursing homes;Nurs Homes
Nursing homes and senior citizen care;Nurs Homes Sr Citiz Care
Nursing in critical care;Nurs Crit Care
Nursing inquiry;Nurs Inq
Nursing journal;Nurs J (Manila)
Nursing law & ethics,;Nurs Law Ethics
Nursing law's Regan report;Nurs Law Regan Rep
Nursing leadership;Nurs Leadersh
Nursing leadership forum;Nurs Leadersh Forum
Nursing management;Nurs Manage
Nursing management (Harrow, London, England : 1994);Nurs Manag (Harrow)
Nursing mirror;Nurs Mirror
Nursing mirror and midwives journal;Nurs Mirror Midwives J
Nursing news;Nurs News (Meriden)
Nursing older people;Nurs Older People
Nursing outlook;Nurs Outlook
Nursing papers. Perspectives en nursing;Nurs Pap
Nursing philosophy : an international journal for healthcare professionals;Nurs Philos
Nursing practice (Edinburgh, Scotland);Nurs Pract
Nursing praxis in New Zealand inc;Nurs Prax N Z
Nursing quality connection;Nurs Qual Connect
Nursing research;Nurs Res
Nursing research report;Nurs Res Rep
Nursing science;Nurs Sci
Nursing science quarterly;Nurs Sci Q
Nursing spectrum (D.C./Baltimore metro ed.);Nurs Spectr (Wash D C)
Nursing spectrum (Florida ed.);Nurs Spectr (Fla Ed)
Nursing spectrum (Greater Philadelphia/Tri-state ed.);Nurs Spectr (Gt Phila Tri State Ed)
Nursing spectrum (Illinois ed.);Nurs Spectr (Gt Chic Ne Ill Nw Indiana Ed)
Nursing spectrum (New England ed.);Nurs Spectr (N Engl Ed)
Nursing staff development insider;Nurs Staff Dev Insid
Nursing standard (Royal College of Nursing (Great Britain) : 1987);Nurs Stand
Nursing standard (Royal College of Nursing (Great Britain) : 1987). Special supplement.;Nurs Stand Spec Suppl
Nursing standard : official newspaper of the Royal College of Nursing;Nurs Stand
Nursing success today;Nurs Success Today
Nursing the elderly : in hospital, homes and the community;Nurs Elder
Nursing times;Nurs Times
Nursing times. Nursing homes;Nurs Times Nurs Homes
Nursing world;Nurs World
NursingConnections;Nursingconnections
NursingLife;Nurs Life
Nutricion hospitalaria : organo oficial de la Sociedad Espanola de Nutricion Parenteral y Enteral;Nutr Hosp
"Nutritio et dieta; European review of nutrition and dietetics";Nutr Dieta Eur Rev Nutr Diet
Nutrition & metabolism;Nutr Metab (Lond)
Nutrition (Burbank, Los Angeles County, Calif.);Nutrition
Nutrition abstracts and reviews;Nutr Abstr Rev
Nutrition abstracts and reviews. Series A: Human and experimental;Nutr Abstr Rev Ser Hum Exp
Nutrition and cancer;Nutr Cancer
Nutrition and health (Berkhamsted, Hertfordshire);Nutr Health
Nutrition and metabolism;Nutr Metab
Nutrition for healthy living;Nutr Healthy Living
Nutrition for life;Nutr Life
Nutrition history notes / Vanderbilt Medical Center Library;Nutr Hist Notes
Nutrition in clinical care : an official publication of Tufts University;Nutr Clin Care
Nutrition in clinical practice : official publication of the American Society for Parenteral and Enteral Nutrition;Nutr Clin Pract
Nutrition journal;Nutr J
Nutrition reports international;Nutr Rep Int
Nutrition research (New York, N.Y.);Nutr Res
Nutrition reviews;Nutr Rev
Nutrition today;Nutr Today
Nutrition update;Nutr Update
Nutrition, metabolism, and cardiovascular diseases : NMCD;Nutr Metab Cardiovasc Dis
Nutritional neuroscience;Nutr Neurosci
"O Medico; semanario de assuntos medicos e paramedicos";Medico (Porto)
OH. Osteopathic hospitals;OH
OHMS digest;OHMS Dig
ONA journal;ONA J
ONS connect;ONS Connect
ONS news / Oncology Nursing Society;ONS News
OR manager;OR Manager
OR tech;OR Tech
ORGYN : Organon's magazine on women & health;ORGYN
ORINS [reports]. U.S. Atomic Energy Commission;ORINS Rep US At Energy Comm
ORL-head and neck nursing : official journal of the Society of Otorhinolaryngology and Head-Neck Nurses;ORL Head Neck Nurs
"ORL; journal for oto-rhino-laryngology and its related specialties";ORL J Otorhinolaryngol Relat Spec
ORNL-NSIC [reports]. U.S. Atomic Energy Commission;ORNL-NSIC Rep
ORNL-TM [reports]. U.S. Atomic Energy Commission;ORNL-TM Rep
ORNL. U.S. Atomic Energy Commission;ORNL
ORO [reports]. U.S. Atomic Energy Commission;ORO Rep
Ob. gyn. news;Ob Gyn News
Ob/gyn World;Ob/Gyn World
Obesity (Silver Spring, Md.);Obesity (Silver Spring)
Obesity research;Obes Res
Obesity reviews : an official journal of the International Association for the Study of Obesity;Obes Rev
Obesity surgery : the official journal of the American Society for Bariatric Surgery and of the Obesity Surgery Society of Australia and New Zealand;Obes Surg
Objets et mondes : la revue du Musee de l'homme, Museum national d'histoire naturelle;Objets Mondes
Observations et diagnostics economiques. Revue de l'OFCE;Obs Diagn Econ
Obstetrica si ginecologia;Obstet Ginecol (Bucur)
Obstetrical & gynecological survey;Obstet Gynecol Surv
Obstetricia pratica;Obstet Prat
Obstetricia y ginecologia latino-americanas;Obstet Ginecol Lat Am
Obstetrics and gynecology;Obstet Gynecol
Obstetrics and gynecology annual;Obstet Gynecol Annu
Obstetrics and gynecology clinics of North America;Obstet Gynecol Clin North Am
Occasional newsletter (Lindsay Club);Occas Newsl Lindsay Club
Occasional paper (Royal College of General Practitioners);Occas Pap R Coll Gen Pract
Occasional papers on medical history Australia;Occas Pap Med Hist Aust
Occupational Health;Occup Health (Auckl)
Occupational and environmental medicine;Occup Environ Med
Occupational health & safety (Waco, Tex.);Occup Health Saf
Occupational health nursing;Occup Health Nurs
Occupational health review;Occup Health Rev
"Occupational health; a journal for occupational health nurses";Occup Health (Lond)
Occupational medicine (Oxford, England);Occup Med (Lond)
Occupational medicine (Philadelphia, Pa.);Occup Med
Occupational outlook quarterly / United States Department of Labor, Bureau of Labor Statistics in cooperation with Veterans Administration;OCCUP Outlook Q
Occupational therapy and rehabilitation;Occup Ther Rehabil
Occupational therapy international;Occup Ther Int
"Oceania; a journal devoted to the study of the native peoples of Australia, New Guinea, and the Islands of the Pacific";Oceania
Ochsner Clinic reports;Ochsner Clin Rep
Ocular immunology and inflammation;Ocul Immunol Inflamm
Odonatologica;Odonatologica
Odont;Odont
Odontes;Odontes
Odontiatrike;Odontiatriki
Odontoestomatologia;Odontoestomatologia
Odontoiatria pratica;Odontoiatr Prat
"Odontoiatria; revista ibero-americana de medicina de la boca";Odontoiatr Rev Iberoam Med Boca
Odontologia;Odontologia (Lima)
Odontologia (Paris, France);Odontologia
Odontologia Atual;Odontol Atual
Odontologia Clinica;Odontol Clin
Odontologia Jalisciense;Odontol Jalisc
Odontologia Peruana;Odontol Peru
Odontologia bonaerense. / FOPBA, Federacion Odontologica de la Pcia. de Bs. As;Ondontol Bonaer
Odontologia capixaba;Odontol Capixaba
Odontologia chilena;Odontol Chil
Odontologia de America;Odontol Am
Odontologia de postgrado;Odontol Postgrado
Odontologia dinamica;Odontol Din
Odontologia practica;Odontol Pract
Odontologia uruguaya;Odontol Urug
Odontologica;Odontologica
Odontological bulletin;Odontol Bull
Odontologie Conservatrice;Odontol Conserv
Odontologisk revy;Odontol Revy
Odontologisk revy. Supplement;Odontol Revy Suppl
Odontologisk tidskrift;Odontol Tidskr
Odontologiska foreningens tidskrift;Odontol Foren Tidskr
Odontology / the Society of the Nippon Dental University;Odontology
Odontoprotesi;Odontoprotesi
Odontostomatologia E Implantoprotesi;Odontostomatol Implantoprotesi
Odontostomatologike proodos;Odontostomatol Proodos
Oecologia;Oecologia
Oeconomica Polona;Oecon Pol
Oesterreichische Apotheker Zeitung;Osterr Apoth Ztg
Oesterreichische Dentisten Zeitschrift;Osterr Dent Z
Off our backs;Off Our Backs
Official journal of the Canadian Association of Critical Care Nurses / CACCN;Off J Can Assoc Crit Care Nurs
Official publication. Dental Hygienists' Association of the State of New York;Off Publ Dent Hyg Assoc State N Y
Oftalmologia (Bucharest, Romania : 1990);Oftalmologia
Oftalmologicheskii zhurnal;Oftalmol Zh
Ohio Northern University law review;Ohio North Univ Law Rev
Ohio State law journal;Ohio State Law J
Ohio history / Ohio Historical Society;Ohio Hist
Ohio medicine : journal of the Ohio State Medical Association;Ohio Med
Ohio nurses review;Ohio Nurses Rev
Oil, paint, and drug reporter;Oil Paint Drug Report
Okajimas folia anatomica Japonica;Okajimas Folia Anat Jpn
Oklahoma City University law review. Oklahoma City University;Oklahoma City Univ Law Rev
Oklahoma law review;Oklahoma Law Rev
Oklahoma statutes annotated. Oklahoma;Okla Statut Annot Okla
Old English newsletter;Old Engl Newsl
Oldenburgische Familienkunde;Oldenburg Familienkd
Oligonucleotides;Oligonucleotides
Omaly sy anio. Hier et aujourd'hui;Omaly Anio
Omega;Omega (Westport)
Omics : a journal of integrative biology;OMICS
Omni (New York, N.Y.);Omni
Omnia medica;Omnia Med
Omnia medica et therapeutica;Omnia Med Ther
Omnia medica. Supplemento;Omnia Med Suppl
Omnia therapeutica;Omnia Ther
Omnia therapeutica. Supplemento;Omnia Ther Suppl
Omvardaren;Omvardaren
Oncodevelopmental biology and medicine : the journal of the International Society for Oncodevelopmental Biology and Medicine;Oncodev Biol Med
Oncogene;Oncogene
Oncogene research;Oncogene Res
Oncologia;Oncologia
Oncologica / Vereniging van Oncologie Verpleegkundigen;Oncologica
Oncology;Oncology
Oncology (Williston Park, N.Y.);Oncology (Williston Park)
Oncology nursing forum;Oncol Nurs Forum
Oncology reports;Oncol Rep
Oncology research;Oncol Res
One on one;One One
Onkologie;Onkologie
Online journal of issues in nursing;Online J Issues Nurs
Ons Amsterdam;Ons Amst
Ons heem;Ons Heem
Ontario dentist;Ont Dent
Ontario history;Ont Hist
Ontario medical review;Ont Med Rev
Ontogenez;Ontogenez
Oostvlaamsche zanten;Oostvlaam Zanten
Operational research quarterly;Oper Res Q
Operations research;Oper Res
Operative Orthopadie und Traumatologie;Oper Orthop Traumatol
Operative dentistry;Oper Dent
Operative dentistry. Supplement;Oper Dent Suppl
Operative techniques in sports medicine;Oper Tech Sports Med
Ophelia;Ophelia
