,abbrev,full,freq,most_freq
2814,hyperb,['hyperbaric'],{'hyperbaric': 1.0},hyperbaric
2815,hyperb.,['hyperbaric'],{'hyperbaric': 1.0},hyperbaric
2816,hyperstruct.,['hyperstructures'],{'hyperstructures': 1.0},hyperstructures
2817,hypertens,"['hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension.', 'hypertension']","{'hypertension': 0.9090909090909091, 'hypertension.': 0.09090909090909091}",hypertension
2818,hypertens.,"['hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension', 'hypertension.', 'hypertension']","{'hypertension': 0.9, 'hypertension.': 0.1}",hypertension
2819,hypn,"['hypnotism', 'hypnosis', 'hypnosis', 'hypnosis']","{'hypnotism': 0.25, 'hypnosis': 0.75}",hypnosis
2820,hypn.,"['hypnosis', 'hypnotism', 'hypnosis', 'hypnosis']","{'hypnosis': 0.75, 'hypnotism': 0.25}",hypnosis
2821,i,['serie'],{'serie': 1.0},serie
2822,i.,"['islands', 'island', 'island', 'island', 'island', 'island', 'ilia', 'ilia']","{'islands': 0.125, 'island': 0.625, 'ilia': 0.25}",island
2823,i.m.e.,"[""l'i.m.e.""]","{""l'i.m.e."": 1.0}",l'i.m.e.
2824,i.s.u.p.,"[""l'i.s.u.p.""]","{""l'i.s.u.p."": 1.0}",l'i.s.u.p.
2825,iagel.,['iagellonicae.'],{'iagellonicae.': 1.0},iagellonicae.
2826,ias/pcmi,['ias/pcmi---the'],{'ias/pcmi---the': 1.0},ias/pcmi---the
2827,iatr,"['iatrike', 'iatrikon', 'iatrike']","{'iatrike': 0.6666666666666666, 'iatrikon': 0.3333333333333333}",iatrike
2828,iber,"['iberica', 'iberica', 'iberica', 'iberica']",{'iberica': 1.0},iberica
2829,iber.,['iberica'],{'iberica': 1.0},iberica
2830,ibero,['otorrinolaringologicos'],{'otorrinolaringologicos': 1.0},otorrinolaringologicos
2831,iberoam,"['ibero-americana', 'iberoamericana']","{'ibero-americana': 0.5, 'iberoamericana': 0.5}",ibero-americana
2832,iberoam.,"['ibero-americana', 'iberoamericana']","{'ibero-americana': 0.5, 'iberoamericana': 0.5}",ibero-americana
2833,ibm-nachr.,['ibm-nachrichten'],{'ibm-nachrichten': 1.0},ibm-nachrichten
2834,ibsci.,['ibscientific'],{'ibscientific': 1.0},ibscientific
2835,ichnoanal,['ichnoanalytica'],{'ichnoanalytica': 1.0},ichnoanalytica
2836,ichnoanal.,['ichnoanalytica'],{'ichnoanalytica': 1.0},ichnoanalytica
2837,icrs,['ircs'],{'ircs': 1.0},ircs
2838,ida,"['idaho', 'idaho']",{'idaho': 1.0},idaho
2839,ida.,['idaho'],{'idaho': 1.0},idaho
2840,idaa,['i.d.a.a.'],{'i.d.a.a.': 1.0},i.d.a.a.
2841,ideggyogy,['ideggyogyaszati'],{'ideggyogyaszati': 1.0},ideggyogyaszati
2842,ident.,['identification'],{'identification': 1.0},identification
2843,identif.,"['identification', 'identification']",{'identification': 1.0},identification
2844,idi,"[""dell'idi""]","{""dell'idi"": 1.0}",dell'idi
2845,idroclimatol,['idroclimatologica'],{'idroclimatologica': 1.0},idroclimatologica
2846,idroclimatol.,['idroclimatologica'],{'idroclimatologica': 1.0},idroclimatologica
2847,ieee,"['institute', 'institute', 'institute']",{'institute': 1.0},institute
2848,iford,"[""l'i.f.o.r.d""]","{""l'i.f.o.r.d"": 1.0}",l'i.f.o.r.d
2849,ig,"['igiene', 'igiene', 'igiene', 'igiene', 'igiene', ""l'igiene"", ""d'igiene"", 'igiene', 'igiena', 'igiena', ""d'igiene""]","{'igiene': 0.5454545454545454, ""l'igiene"": 0.09090909090909091, ""d'igiene"": 0.18181818181818182, 'igiena': 0.18181818181818182}",igiene
2850,ig.,"['igiene', 'igiene', 'igiene', ""d'igiene"", 'igiena', 'igiena', ""d'igiene""]","{'igiene': 0.42857142857142855, ""d'igiene"": 0.2857142857142857, 'igiena': 0.2857142857142857}",igiene
2851,igaku,['igaku]'],{'igaku]': 1.0},igaku]
2852,iii,"['iii.', 'iii.']",{'iii.': 1.0},iii.
2853,ill,"['illinois', 'illinois', 'illinois', 'illinois', 'illinois', 'illinois', 'ill.', 'illinois', 'illinois', 'illinois', 'illinois', 'illinois', 'illinois']","{'illinois': 0.9230769230769231, 'ill.': 0.07692307692307693}",illinois
2854,ill.,"['illinois', 'illinois', 'illinois', 'illness']","{'illinois': 0.75, 'illness': 0.25}",illinois
2855,illn,"['illness', 'illness', 'illness']",{'illness': 1.0},illness
2856,illn.,"['illness', 'illness', 'illness']",{'illness': 1.0},illness
2857,illum.,['illuminating'],{'illuminating': 1.0},illuminating
2858,illus,"['illustrated', 'illustrated', 'illustrated', 'illustrated', 'illustrators', 'illustration', 'illustrated', 'illustrated', 'illustrated']","{'illustrated': 0.7777777777777778, 'illustrators': 0.1111111111111111, 'illustration': 0.1111111111111111}",illustrated
2859,illus.,['illustration'],{'illustration': 1.0},illustration
2860,im.,"['imeni', 'imeni', 'imeni', 'imeni', 'imeni', 'imeni', 'imeni', 'imeni', 'imeni']",{'imeni': 1.0},imeni
2861,imag.,"['imaging', 'imaging', 'imaging']",{'imaging': 1.0},imaging
2862,imj,['imj.'],{'imj.': 1.0},imj.
2863,immgr,['immigration'],{'immigration': 1.0},immigration
2864,immigr,"['immigrants', 'immigrant', 'immigrant']","{'immigrants': 0.3333333333333333, 'immigrant': 0.6666666666666666}",immigrant
2865,immigr.,['immigrant'],{'immigrant': 1.0},immigrant
2866,immobil,['immobilization'],{'immobilization': 1.0},immobilization
2867,immobil.,['immobilization'],{'immobilization': 1.0},immobilization
2868,immun,"['immunity', 'immunity', 'immunity', 'immunity', 'immunitat', 'immunity', 'immunity', 'immunity', 'immunity', 'immunization']","{'immunity': 0.8, 'immunitat': 0.1, 'immunization': 0.1}",immunity
2869,immun.,"['immunity', 'immunity', 'immunity', 'immunity', 'immunity', 'immunitat', 'immunity', 'immunity']","{'immunity': 0.875, 'immunitat': 0.125}",immunity
2870,immunitatsforsch,"['immunitatsforschung', 'immunitatsforschung', 'immunitatsforschung']",{'immunitatsforschung': 1.0},immunitatsforschung
2871,immunitatsforsch.,"['immunitatsforschung', 'immunitatsforschung']",{'immunitatsforschung': 1.0},immunitatsforschung
2872,immunobiol,"['immunobiology', 'immunobiology.', 'immunobiological', 'immunobiologii']","{'immunobiology': 0.25, 'immunobiology.': 0.25, 'immunobiological': 0.25, 'immunobiologii': 0.25}",immunobiology
2873,immunobiol.,"['immunobiology', 'immunobiology.', 'immunobiological', 'immunobiologii']","{'immunobiology': 0.25, 'immunobiology.': 0.25, 'immunobiological': 0.25, 'immunobiologii': 0.25}",immunobiology
2874,immunochem,['immunochemistry'],{'immunochemistry': 1.0},immunochemistry
2875,immunochem.,"['immunochemistry', 'immunochemistry']",{'immunochemistry': 1.0},immunochemistry
2876,immunodefic,['immunodeficiency'],{'immunodeficiency': 1.0},immunodeficiency
2877,immunodefic.,['immunodeficiency'],{'immunodeficiency': 1.0},immunodeficiency
2878,immunogenet,"['immunogenetics', 'immunogenetics', 'immunogenetics', 'immunogenetics', 'immunogenetics']",{'immunogenetics': 1.0},immunogenetics
2879,immunogenet.,"['immunogenetics', 'immunogenetics', 'immunogenetics', 'immunogenetics', 'immunogenetics']",{'immunogenetics': 1.0},immunogenetics
2880,immunohematol,['immuno-hematologie'],{'immuno-hematologie': 1.0},immuno-hematologie
2881,immunohematol.,['immuno-hematologie'],{'immuno-hematologie': 1.0},immuno-hematologie
2882,immunohistochem,['immunohistochemistry'],{'immunohistochemistry': 1.0},immunohistochemistry
2883,immunohistochem.,['immunohistochemistry'],{'immunohistochemistry': 1.0},immunohistochemistry
2884,immunol,"['immunologica', 'immunologica', 'immunology', 'immunology', 'immunology', 'immunologie', 'immunology', 'immunologiae', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunologia', 'immunology', 'immunologia', 'immunologic', 'immunological', 'immunological', 'immunological', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology.', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunological', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', ""d'immunologie"", 'immunology', 'immunology', 'immunology', 'immunology.', 'immunology', 'immunologic', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology']","{'immunologica': 0.019801980198019802, 'immunology': 0.8514851485148515, 'immunologie': 0.009900990099009901, 'immunologiae': 0.009900990099009901, 'immunologia': 0.019801980198019802, 'immunologic': 0.019801980198019802, 'immunological': 0.039603960396039604, 'immunology.': 0.019801980198019802, ""d'immunologie"": 0.009900990099009901}",immunology
2885,immunol.,"['immunology', 'immunologiae', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunological', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunologica', 'immunologica', 'immunology', 'immunology', 'immunology', 'immunologiae', 'd', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunologic', 'immunological', 'immunological', 'immunological', 'immunology', 'immunology', 'immunology.', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', 'immunology', ""d'immunologie"", 'immunology', 'immunology.', 'immunology', 'immunologic', 'immunology', 'immunology', 'immunology', 'immunology', 'immunolgiae', 'immunology', 'immunology']","{'immunology': 0.8529411764705882, 'immunologiae': 0.0196078431372549, 'immunological': 0.0392156862745098, 'immunologica': 0.0196078431372549, 'd': 0.00980392156862745, 'immunologic': 0.0196078431372549, 'immunology.': 0.0196078431372549, ""d'immunologie"": 0.00980392156862745, 'immunolgiae': 0.00980392156862745}",immunology
2886,immunopathol,"['immunopathology', 'immunopathology', 'immunopathology', 'immunopathology', 'immunopathology', 'immunopathology', 'immunopathology']",{'immunopathology': 1.0},immunopathology
2887,immunopathol.,"['immunopathology', 'immunopathology', 'immunopathology', 'immunopathology', 'immunopathology']",{'immunopathology': 1.0},immunopathology
2888,immunopharmacol,"['immunopharmacology', 'immunopharmacology', 'immunopharmacology', 'immunopharmacology']",{'immunopharmacology': 1.0},immunopharmacology
2889,immunopharmacol.,"['immunopharmacology', 'immunopharmacology', 'immunopharmacology', 'immunopharmacology']",{'immunopharmacology': 1.0},immunopharmacology
2890,immunother,"['immunotherapy', 'immunotherapy', 'immunotherapy']",{'immunotherapy': 1.0},immunotherapy
2891,immunother.,"['immunotherapeutics', 'immunotherapy', 'immunotherapy', 'immunotherapy']","{'immunotherapeutics': 0.25, 'immunotherapy': 0.75}",immunotherapy
2892,immunotoxicol,['immunotoxicology'],{'immunotoxicology': 1.0},immunotoxicology
2893,immunotoxicol.,['immunotoxicology'],{'immunotoxicology': 1.0},immunotoxicology
2894,imp,['imperial'],{'imperial': 1.0},imperial
2895,impair,['impairment'],{'impairment': 1.0},impairment
2896,implantol,"['implantology', 'implantology', 'implantologie', 'implantologia', 'implantology', 'implantology']","{'implantology': 0.6666666666666666, 'implantologie': 0.16666666666666666, 'implantologia': 0.16666666666666666}",implantology
2897,implantol.,"['implantology', 'implantology', 'implantology', 'implantology', 'implantologie', 'implantologia']","{'implantology': 0.6666666666666666, 'implantologie': 0.16666666666666666, 'implantologia': 0.16666666666666666}",implantology
2898,implement,['implementation'],{'implementation': 1.0},implementation
2899,impot,['impotence'],{'impotence': 1.0},impotence
2900,impot.,['impotence'],{'impotence': 1.0},impotence
2901,improv,"['improvement', 'improving', 'improvement', 'improvement']","{'improvement': 0.75, 'improving': 0.25}",improvement
2902,improv.,['improvement'],{'improvement': 1.0},improvement
2903,impuls.,"['impulsive', 'impulsive']",{'impulsive': 1.0},impulsive
2904,imunol,"['imunologie', 'imunologie']",{'imunologie': 1.0},imunologie
2905,imunol.,"['imunologie', 'imunologie']",{'imunologie': 1.0},imunologie
2906,in-min,['min-ju-ju-ŭi'],{'min-ju-ju-ŭi': 1.0},min-ju-ju-ŭi
2907,in.,['interiors'],{'interiors': 1.0},interiors
2908,inc,"['incorporated', 'incorporating']","{'incorporated': 0.5, 'incorporating': 0.5}",incorporated
2909,inc.,['incorporating'],{'incorporating': 1.0},incorporating
2910,incl,"['including', 'including']",{'including': 1.0},including
2911,incl.,"['including', 'including', 'including', 'inclusions', 'including']","{'including': 0.8, 'inclusions': 0.2}",including
2912,incogn,['incognitae'],{'incognitae': 1.0},incognitae
2913,ind,"['industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrielle', 'industry', 'industry', 'industrial', 'industrial', 'industry', 'industrial', 'industrial', 'indian', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industry', 'industry', 'industrial', 'industrial', 'industrial', 'industrielle', 'industrial', 'industrial', 'industriale', 'industrial', 'industrial', 'industrial', 'industrial', 'indian', 'industrial', 'industrial']","{'industrial': 0.75, 'industrielle': 0.05, 'industry': 0.125, 'indian': 0.05, 'industriale': 0.025}",industrial
2914,ind.,"['industry', ""l'industria"", 'industrial', 'industrial', 'industrial', 'industrial', 'industry', 'industrial', 'industrial', 'industrie', 'industry', 'industrie', 'industrial', 'industrial', 'industries', 'industrial', 'industry', 'industry', 'industrial', 'industrial', 'industry', 'industry', 'industrial', 'industrial', 'industrial', 'industrial', 'industrielle', 'industrial', 'industrial', 'industries', 'industrial', 'industries', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industry', 'industrial', 'industry', 'industry', 'industrial', 'industrial', 'industry', 'industrial', 'industry', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industry', 'industrial', 'industrial', 'industrial', 'industry', 'industry', 'industrial', 'industry', 'industrial', 'industrial', 'industrial', 'industrial', 'industry', 'industrial', 'industrial', 'industry', 'industry', 'industry', 'industry', 'industrialnoi', 'industry', 'industry', ""l'industria"", 'industrial', 'industry', 'industries', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industral', 'industrial', 'industrial', 'industrial', 'industrial', 'industrial', 'industry', 'industries', 'industrial', 'industrie']","{'industry': 0.2403846153846154, ""l'industria"": 0.019230769230769232, 'industrial': 0.6346153846153846, 'industrie': 0.028846153846153848, 'industries': 0.04807692307692308, 'industrielle': 0.009615384615384616, 'industrialnoi': 0.009615384615384616, 'industral': 0.009615384615384616}",industrial
2915,ind.holz,['industrieholz'],{'industrieholz': 1.0},industrieholz
2916,india.,['indian'],{'indian': 1.0},indian
2917,indian,['academy'],{'academy': 1.0},academy
2918,indianap,['indianapolis'],{'indianapolis': 1.0},indianapolis
2919,indianap.,['indianapolis'],{'indianapolis': 1.0},indianapolis
2920,indic,['indicators'],{'indicators': 1.0},indicators
2921,indic.,"['indicators', 'indicators']",{'indicators': 1.0},indicators
2922,indig,"['indigena', 'indigenista', 'indigena']","{'indigena': 0.6666666666666666, 'indigenista': 0.3333333333333333}",indigena
2923,indirizzo,"[""l'indirizzo""]","{""l'indirizzo"": 1.0}",l'indirizzo
2924,individ,"['individual', 'individual', 'individual']",{'individual': 1.0},individual
2925,individ.,"['individual', 'individual']",{'individual': 1.0},individual
2926,indones,"['indonesiana', 'indonesian', 'indonesia', 'indonesia', 'indonesiana', 'indonesian', 'indonesian']","{'indonesiana': 0.2857142857142857, 'indonesian': 0.42857142857142855, 'indonesia': 0.2857142857142857}",indonesian
2927,indones.,"['indonesian', 'indonesiana', 'indonesian']","{'indonesian': 0.6666666666666666, 'indonesiana': 0.3333333333333333}",indonesian
2928,induc.,['induction'],{'induction': 1.0},induction
2929,indus.,"['industriels', 'industry']","{'industriels': 0.5, 'industry': 0.5}",industriels
2930,indust.,"['industrielles', 'industry', 'industry', 'industrial', 'industrial', 'industry', 'industrial', 'industry', 'industries', 'industrial', 'industrial']","{'industrielles': 0.09090909090909091, 'industry': 0.36363636363636365, 'industrial': 0.45454545454545453, 'industries': 0.09090909090909091}",industrial
2931,inequal,['inequality'],{'inequality': 1.0},inequality
2932,inequal.,"['inequalities', 'inequalities', 'inequality', 'inequalities', 'inequalities', 'inequalities', 'inequalities']","{'inequalities': 0.8571428571428571, 'inequality': 0.14285714285714285}",inequalities
2933,inf,"['information', 'information', 'information', 'informaciones', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'informaciones', 'information', 'information', 'information', 'information', 'informationen', 'informationen', 'informatore', 'information', 'information', 'information', 'information', 'information', 'information', 'information', ""l'"", ""l'information"", ""l'information"", ""l'information"", ""l'information"", ""l'information"", ""l'informatore"", 'information', 'information', 'information', 'information', 'information', 'information', 'informationen', 'inform', 'informacao', 'information', 'informations', 'information', 'information', 'information', 'information']","{'information': 0.7037037037037037, 'informaciones': 0.037037037037037035, 'informationen': 0.05555555555555555, 'informatore': 0.018518518518518517, ""l'"": 0.018518518518518517, ""l'information"": 0.09259259259259259, ""l'informatore"": 0.018518518518518517, 'inform': 0.018518518518518517, 'informacao': 0.018518518518518517, 'informations': 0.018518518518518517}",information
2934,inf.,"['information', 'informatics', 'information', 'information', 'information', 'information', 'd’information', 'd’informations', 'informationen', 'informationen', 'information', 'information', 'information', 'informationen', 'informatore', 'information', 'information', 'information', 'information', 'information', ""d'informations"", 'informationen', 'information', 'informatics', 'information', 'information', 'information', 'information', 'information', 'information', 'informatics', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'informatore', 'informatics', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'informatics', 'informatics', 'informatics', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'informatics', 'information', 'information', 'information', 'information', 'informational', 'information']","{'information': 0.8392857142857143, 'informatics': 0.07142857142857142, 'd’information': 0.008928571428571428, 'd’informations': 0.008928571428571428, 'informationen': 0.03571428571428571, 'informatore': 0.017857142857142856, ""d'informations"": 0.008928571428571428, 'informational': 0.008928571428571428}",information
2935,inf.ber.,['informationsberichte'],{'informationsberichte': 1.0},informationsberichte
2936,inf.bl.,"['informationsblatt', 'informationsblatt']",{'informationsblatt': 1.0},informationsblatt
2937,inf.dienst,['informationsdienst'],{'informationsdienst': 1.0},informationsdienst
2938,inf.h.,['informationshefte'],{'informationshefte': 1.0},informationshefte
2939,infant,"['infantile', 'infantil', 'infantil', 'infantil', 'infantile']","{'infantile': 0.4, 'infantil': 0.6}",infantil
2940,infant.,"['infantile', 'infantil', 'infantile']","{'infantile': 0.6666666666666666, 'infantil': 0.3333333333333333}",infantile
2941,infanz,['infanzia'],{'infanzia': 1.0},infanzia
2942,infec.,['infectious'],{'infectious': 1.0},infectious
2943,infecc,['infecciosas'],{'infecciosas': 1.0},infecciosas
2944,infecc.,['infecciosas'],{'infecciosas': 1.0},infecciosas
2945,infect,"['infectious', 'infection', 'infectious', 'infectious', 'infectious', 'infectious', 'infection', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infection', 'infectious', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infections', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infection', 'infectious', 'infectieuses', 'infections', 'infection', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infections', 'infections', 'infectious', 'infection', 'infection', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious']","{'infectious': 0.6, 'infection': 0.3090909090909091, 'infections': 0.07272727272727272, 'infectieuses': 0.01818181818181818}",infectious
2946,infect.,"['infectious', 'infectious', 'infection', 'infectious', 'infectious', 'infectious', 'infection', 'infectious', 'infectious', 'infectious', 'infection', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infection', 'infectious', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infection', 'infection', 'infection', 'infectious', 'infectious', 'infection', 'infections', 'infectious', 'infectious', 'infectious', 'infectious', 'infectious', 'infections', 'infections', 'infectious', 'infectious']","{'infectious': 0.6122448979591837, 'infection': 0.32653061224489793, 'infections': 0.061224489795918366}",infectious
2947,infectol,['infectologia'],{'infectologia': 1.0},infectologia
2948,infekc,['infekcni'],{'infekcni': 1.0},infekcni
2949,infekt,['infektion'],{'infektion': 1.0},infektion
2950,infekt.,['infektion'],{'infektion': 1.0},infektion
2951,inferm,"['infermieristica', 'infermieristiche', ""dell'infermiere""]","{'infermieristica': 0.3333333333333333, 'infermieristiche': 0.3333333333333333, ""dell'infermiere"": 0.3333333333333333}",infermieristica
2952,inferm.,"['infermieristiche', ""dell'infermiere""]","{'infermieristiche': 0.5, ""dell'infermiere"": 0.5}",infermieristiche
2953,infett,"['infettive', 'infettive']",{'infettive': 1.0},infettive
2954,infett.,['infettive'],{'infettive': 1.0},infettive
2955,infez,"['infezione', 'infezioni']","{'infezione': 0.5, 'infezioni': 0.5}",infezione
2956,infin.,['infinite'],{'infinite': 1.0},infinite
2957,infirm,"['infirmiers', ""l'infirmiere"", ""l'infirmiere"", 'infirmiere', 'infirmis', 'infirmiers', ""l'infirmiere"", ""l'infirmiere"", ""l'infirmiere.""]","{'infirmiers': 0.2222222222222222, ""l'infirmiere"": 0.4444444444444444, 'infirmiere': 0.1111111111111111, 'infirmis': 0.1111111111111111, ""l'infirmiere."": 0.1111111111111111}",l'infirmiere
2958,infirm.,"['infirmiere', 'infirmiere', 'infirmiere', 'infirmiere', 'infirmiers', 'infirmiers', ""l'infirmiere"", ""l'infirmiere"", ""l'infirmiere.""]","{'infirmiere': 0.4444444444444444, 'infirmiers': 0.2222222222222222, ""l'infirmiere"": 0.2222222222222222, ""l'infirmiere."": 0.1111111111111111}",infirmiere
2959,inflamm,"['inflammation', 'inflammation', 'inflammation', 'inflammation', 'inflammation', 'inflammatory', 'inflammation', 'inflammation', 'inflammation']","{'inflammation': 0.8888888888888888, 'inflammatory': 0.1111111111111111}",inflammation
2960,inflamm.,"['inflammation', 'inflammation', 'inflammation', 'inflammation', 'inflammation', 'inflammatory', 'inflammation', 'inflammation', 'inflammation']","{'inflammation': 0.8888888888888888, 'inflammatory': 0.1111111111111111}",inflammation
2961,info,['information'],{'information': 1.0},information
2962,info.,['information'],{'information': 1.0},information
2963,infor,"['information', 'infor.']","{'information': 0.5, 'infor.': 0.5}",information
2964,inform,"['informatics', ""d'information."", 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics']","{'informatics': 0.9166666666666666, ""d'information."": 0.08333333333333333}",informatics
2965,inform.,"['informatica', 'informatica', '""""sv""', 'informatik', 'informatics', 'informatique', 'informatik', 'informaticae', 'electronics', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'information', 'informatik', 'informatik', 'informatique', 'information', 'informational', 'information', 'informatique', 'information', 'information', 'information', 'informatik', 'informatik', 'information', 'information', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatics', 'informatique', 'informatics', 'information', 'informatica', 'informatica', 'informaticae', 'informatics', 'informatics', 'informatique', 'informatics', 'informatics', 'information', 'informatik', 'information', 'information', 'informatics', 'informatiki', 'informatics', 'informatics', 'informatics', 'informatik', 'information', 'information', 'informatik', 'informatyki', 'informational', 'informatics', 'informatica', 'informatics', 'informatika.', 'informatika', 'informatics']","{'informatica': 0.06493506493506493, '""""sv""': 0.012987012987012988, 'informatik': 0.11688311688311688, 'informatics': 0.2987012987012987, 'informatique': 0.06493506493506493, 'informaticae': 0.025974025974025976, 'electronics': 0.012987012987012988, 'information': 0.3246753246753247, 'informational': 0.025974025974025976, 'informatiki': 0.012987012987012988, 'informatyki': 0.012987012987012988, 'informatika.': 0.012987012987012988, 'informatika': 0.012987012987012988}",information
2966,inform.-ber.,['informatik-bericht'],{'informatik-bericht': 1.0},informatik-bericht
2967,informat.,['informatics'],{'informatics': 1.0},informatics
2968,informationstech.,['informationstechnik'],{'informationstechnik': 1.0},informationstechnik
2969,informatsii,"['ukrainy', 'nauk']","{'ukrainy': 0.5, 'nauk': 0.5}",ukrainy
2970,inframicrobiol,"[""d'inframicrobiologie""]","{""d'inframicrobiologie"": 1.0}",d'inframicrobiologie
2971,inframicrobiol.,"[""d'inframicrobiologie""]","{""d'inframicrobiologie"": 1.0}",d'inframicrobiologie
2972,infrastruct.,"['infrastructures', 'infrastructure', 'infrastructure', 'infrastructure', 'infrastructure']","{'infrastructures': 0.2, 'infrastructure': 0.8}",infrastructure
2973,infus,"['infusion', 'infusional']","{'infusion': 0.5, 'infusional': 0.5}",infusion
2974,infus.,['infusional'],{'infusional': 1.0},infusional
2975,infusionsther,"['infusionstherapie', 'infusionstherapie', 'infusionstherapie']",{'infusionstherapie': 1.0},infusionstherapie
2976,infusionsther.,"['infusionstherapie', 'infusionstherapie', 'infusionstherapie', 'infusionstherapie', 'infusionstherapie']",{'infusionstherapie': 1.0},infusionstherapie
2977,infusionther,['infusionstherapie'],{'infusionstherapie': 1.0},infusionstherapie
2978,infusionther.,['infusionstherapie'],{'infusionstherapie': 1.0},infusionstherapie
2979,ing.,"['ingenieur', 'ingenieria', 'ingenieria', ""dell'ingegnere"", 'ingenieur', ""l'ingenieur"", ""l'ingenieur"", ""l'ingenieur"", ""l'ingenieur"", ""l'ingenieur"", 'ingenieria', 'ingenieur', 'ingenierias', 'ingenieria', 'ingenieria', 'ingenieros', ""l'ingenieur"", 'ingenieure']","{'ingenieur': 0.16666666666666666, 'ingenieria': 0.2777777777777778, ""dell'ingegnere"": 0.05555555555555555, ""l'ingenieur"": 0.3333333333333333, 'ingenierias': 0.05555555555555555, 'ingenieros': 0.05555555555555555, 'ingenieure': 0.05555555555555555}",l'ingenieur
2980,ing.biol.,['ingenieurbiologie'],{'ingenieurbiologie': 1.0},ingenieurbiologie
2981,ingen.,['ingenieure'],{'ingenieure': 1.0},ingenieure
2982,ingenieurwes.,['ingenieurwesen'],{'ingenieurwesen': 1.0},ingenieurwesen
